Badea_ID,Eigengene_1,Eigengene_2,Eigengene_3,Eigengene_4,Eigengene_5,Eigengene_6,Eigengene_7,Eigengene_8,Eigengene_9,Eigengene_10
190715_3,3.2668564985264803,-31.40382622072083,2.017773726011626,41.727534535276796,12.967225460294031,-22.853987240622736,-0.32615533358394133,-1.7890980418094502,-0.06895086818742269,-1.8451661178048462
190715_4,-28.936785549040344,-21.151487003263007,-39.657543952596896,-2.9647515499093213,5.071339115413148,6.604364444574178,13.476724972260556,14.02913146857007,-5.0636285863315145,-6.870340497953956
190715_5,-8.15847337938226,-18.050006955329955,-11.382475243017586,8.505847721671776,1.9567971418953916,-0.44728797213499377,4.771487042680339,5.711594917352173,-0.9065373152478261,-2.1939482807277835
190715_6,2.339985823152977,-21.910784506737027,5.625611719797024,13.887682402651247,-0.007273758586971558,-11.132028741350206,-3.0296938156838342,0.00147252913881848,2.9613950555337585,2.8117377888375787
190715_7,27.62939999355392,-30.365948606645,14.371413329134638,-13.496694104670057,-0.03489808150226475,16.27541331765815,1.474651492123448,9.161393444110317,-1.7400303634678949,-1.9849363018287527
190715_8,-22.160264734778856,10.267354223949365,6.244577194425007,26.895942337439106,-5.976032146334767,-21.159760068926776,2.532777747334958,-2.361707120313353,-1.169619963728266,-2.3654784073381645
190715_9,-24.107746919164402,-31.244238137191946,-29.775230178938727,33.35946862929138,8.257637142403308,-22.602486977912665,-2.951150361746384,-0.9046023489842521,6.4293264185437105,6.757570687240963
190909_10,30.608580195545713,-53.95017077778468,7.949056489500343,39.8571812818993,24.007164331811797,-9.649325794036654,-1.8822837421168748,3.443724277108343,5.359429267455233,1.639389824809682
190909_11,116.09766315857136,-58.24007914658093,58.097073982875564,-0.41363028967962906,36.516663767233446,45.34215650754843,-18.639874783202607,-6.031534175511874,-6.054712597975256,-13.816277375979103
190909_12,124.51203086464224,-43.68627051573914,62.056085641116226,-24.828715923284296,20.033096698387297,55.5531231313509,-5.77239309190643,-11.219136398877865,-2.535414324484157,-0.40151245872151897
190909_13,57.705675403121845,-62.658281578908515,12.490407735584274,28.518093153549916,34.058553756969054,14.425705094633013,-5.928435872884964,0.7505337347625228,2.583595574489504,-2.393594287478479
190909_9,33.81419035784992,-52.13370144084275,12.322784863499736,45.04881742303824,24.711911665371613,-11.843816258733266,-3.513148445754135,0.3526855332600487,5.81803088048664,2.3623688468133537
200302_10,24.643715084982944,-27.34331549967377,26.869169949195616,27.587192713607116,8.028612473174705,-14.296392895309408,1.9906769019841644,0.0067760496603187625,0.6529655917128007,-0.3124607586002377
200302_11,37.07937297218568,-31.564008655856636,35.054187400236785,31.776860834860795,12.438439429264436,-9.869252521883729,10.198052121507834,2.550888407740915,-6.474148236318588,-9.476539674410052
200302_12,-17.786102360648457,35.41037979124647,18.569020058097273,22.51792868060855,-3.617448909953698,-10.006737784640073,-1.6265571806878059,4.9870037420016855,1.6515914211389637,-3.614759459663622
200302_3,-31.395638408558188,-26.39479443565482,-39.90302806381486,10.760629034721061,-0.9581080349779022,-10.122533710033231,6.40198141117537,12.659165260086487,6.483070103308387,6.3408252792025905
200302_4,-22.377261630231104,-20.513344646110728,-30.34278148596193,17.05061913864665,15.233028767544745,-0.7158423027658437,9.644658329278679,5.430215086005018,-1.9619296529144377,-7.136682809148338
200302_5,-25.150492395771682,-19.170576734156807,-22.309484277946517,21.448916273093158,-0.25904262245785237,-17.907019050077015,0.1908595889058727,1.7342340485374201,6.002013934054544,6.107943676007784
200302_6,-0.4901799447538175,15.830535467318025,33.83792522979733,15.327352118835396,-11.825847039421655,-16.363925089742636,-1.3187058174079114,6.185115597869099,1.2880516903403127,-4.301188126321859
200302_7,-10.026999186964014,15.92408972844188,21.36423550566453,10.653408581532428,-12.38849561515288,-15.142648761616005,-2.320071128616687,2.6635804427415875,3.2927061884544417,1.4634148202981299
200302_8,-19.929126873680463,-14.840845289856192,-8.075670222171237,34.2170687311023,5.902753486131997,-21.21494810743934,2.905852757651368,-0.9203352743862332,-1.5951203692714908,-2.2988757163449622
200302_9,52.641408592061254,65.54707122890144,117.35838999525632,1.33268390455494,-50.873634374852166,-42.29465665257284,-15.598951393437734,94.0994826113436,21.1022678579924,-20.416485183802852
200331_1,24.457110962060884,-17.423885344452305,29.486467401290437,6.325901209171453,-3.432654654444465,-5.178792853027352,-1.822475976524717,-1.694297820270308,2.4111509003311618,4.014128591105837
200331_10,-8.094686981863433,11.241754105222608,19.78490577655352,13.733685697746374,-8.997895771856461,-13.433592318191229,5.998417267417761,0.5018624073689071,-0.2023191002610461,-1.3482817611761988
200331_11,11.864365318831748,-28.91386359882888,2.878220153546549,8.677723829589059,10.700872798779509,4.760559158152143,1.1269597413926524,2.9746660082194825,-4.838257385068358,-5.534236372778544
200331_12,8.316300410979768,-19.8190270895423,2.373666635888886,4.829968790215124,13.150270653666679,6.4591319248979095,13.201975835965913,4.854885711442785,-9.130718862118798,-8.945397986398389
200331_13,7.832360153079866,-36.05465153532012,-21.043392898697295,-4.309215746598496,5.607576857748456,14.186908755080575,9.04799703521247,20.697949047452752,3.854546148243581,2.9925116096970634
200331_14,1.1296466032215173,-32.02880837054243,-0.1524285263168124,36.12718809332626,10.240477667066012,-20.036991858666624,-1.814065039952697,-0.2721265246623837,4.111744875356312,3.974784495567867
200331_15,-19.545510600113943,-16.274319096739568,-10.101060168599915,27.477383680526575,2.0097872035231887,-19.818769441272043,1.750862766670108,-0.08556369553050693,2.962355938803861,2.7161364737864617
200331_16,27.015037649565848,-43.10632589030347,4.406305329019727,12.659318473786405,14.080706684569616,5.409397926709808,-1.0693777600556538,3.3780542216821283,3.1032514348724165,2.4974083252615813
200331_17,14.052833620379431,-43.06014965749033,-8.431280947063275,5.012604557199902,8.200636547918794,5.224841631492279,2.1211818373649396,5.142977006108801,4.5970191135296865,5.663946685103104
200331_18,-15.024893887992697,-11.210275434319218,-3.1245721170055973,28.63431815348776,6.2584829266573445,-14.018451605989174,2.3940469330909377,1.5427384430434794,-0.3524892896786138,-5.725715370188314
200331_2,4.414024421645793,-15.72055015077024,10.963623256802528,8.34238109066678,-4.190039158634492,-10.43452726786736,-2.4686128528238385,0.8169100644555143,4.595003839601615,5.185259078326679
200331_20,14.535336699299588,-30.817083285884102,-29.35162120426048,-36.8563492448403,17.384987516353647,56.477695445559995,33.02934449386462,47.47954762748889,-15.435867325801645,-35.983076808495994
200331_3,12.229269993917137,-18.90365808756984,16.875550080786827,2.187036094608775,-6.113947496494665,-5.065744578646871,-4.525319036654879,1.1497013968459633,3.8982429696151875,4.982036142927893
200331_4,8.6148291281904,-24.13210609869988,-2.5085313485598113,-18.55365027968232,-2.7351656833074873,16.38355924468512,-3.0112364807646848,5.507890386720669,-0.9317101646380402,2.7545927389323275
200331_5,27.276739928828906,-32.72112769743761,18.433031076603715,0.2491934978251315,7.492949080815444,11.411682562859363,-2.9819824649960327,-0.747597057917992,-5.619051807518352,-6.392907968919856
200331_7,-19.749488961686378,-17.76499852272717,-16.61681883045422,13.262145885331957,-4.607563880459926,-13.217203632267816,8.660906996230015,10.438489432443793,4.016638084632772,4.084250694039434
200331_8,-18.52934730634471,-20.23333559317484,-21.157523807140514,2.8528192123782565,-1.683094356617362,-3.797827578249967,10.515561131889282,9.724938766034475,7.0417228087641615,8.778972358655857
200331_9,-25.4207042300548,22.859517865256358,4.329840956411494,14.315763827501936,-7.200119852025448,-10.442872281130374,-5.228345357241278,1.7165297741797412,0.8202968165474602,-1.1245628162532535
210118_17,-0.538277138903215,-36.882967216494016,-12.886235223732571,22.62736168134819,13.042162708542673,-7.209764512244768,-2.025280228912193,-5.4625711728426385,2.908125805973118,3.3172220577608504
210118_24,27.18708971409372,-24.22285581913156,23.64801458160871,13.424527000255578,2.0915846161185523,-6.520575269747248,5.379591633740503,-1.3276957382056864,0.001067736311120567,2.8242601353102184
210730_1,486.3740618865336,89.27137532344935,-123.57417702831077,15.842618588938631,-15.449104640432603,-20.729083711934848,0.4372963158232411,-2.904070196660574,-0.8063932260238005,-0.031156027011771805
210730_2,27.804815712477087,13.099600902867756,47.06188806169194,-30.109907726680365,-29.59715926162105,0.05930531769301611,-0.8029931706011496,-7.003640055471389,1.4480196509908496,4.817177671369025
210730_3,-38.536387438269884,42.53198755439677,-7.998949122359547,14.396195016371998,0.4275450068275699,3.305047649029279,-7.838144762802538,-10.469794653781323,-8.77019690760218,-25.484303427301374
210730_5,-36.150606139503644,7.29728639764896,-24.055140259577232,2.426073541011601,-5.18534042579583,-7.489884906103638,-5.3657509066011375,-12.07183981444181,0.9552807590116906,0.5532495682021348
210730_6,-39.055157983436146,31.792178416186484,-14.673470257440966,3.2923792946710635,-2.730621289649163,4.426057751743641,-10.505352153097213,-11.416752792108078,-3.369577932646756,-5.983347301892465
210730_8,-25.925089230730798,28.43358162116807,3.3224918507061463,-10.427597686060912,-16.29946307677039,-4.743415164542385,-8.2478369555441,-6.138803885659245,-1.009178143653838,-0.6717221650320223
210809_4,-40.84531913606376,-5.258795681683355,-40.274311421021686,-18.5670022111326,-14.354312605595208,2.13710953022634,12.259284139430793,22.47878487572826,1.0791527297028858,-0.006930885428798266
210809_5,-24.732875414965484,-28.219519005987,-56.09271981932811,-31.50681786305197,-14.867425878146845,16.293058372124335,29.234206464235427,53.5915775157409,3.6844036899651917,-0.3843222781675833
210817_10,-27.011528751399002,39.625077538370775,7.556856494748472,5.909710237812006,-6.696774757419231,-0.28171242314566863,-4.209496648063799,-4.316795723667779,-6.355903638711765,-6.683904653894473
210817_11,-21.758928946303715,-14.972173419565214,-30.013266805773753,-18.279275066916604,-7.568134894728621,4.209554571310755,-0.7539952932176897,1.2355472348899326,-0.5542819551114674,2.918070593316525
210817_12,-27.790870821458867,5.0120678852775455,-20.47380575437044,-25.441905098508595,-15.212194684586795,4.962999062061658,-5.511033308848627,-1.6842564553673747,-0.8536332315408897,-0.1701693701345868
210817_13,-12.175769813777134,0.8354827662031512,-5.425746640572818,-18.64128312638371,-11.03157685744369,3.9009033470517944,-4.198880514319503,-7.641293511701328,-2.2543164441855525,2.144294013544437
210817_18,-10.203502959592306,1.0139130169974413,5.545529187501745,-4.139262243931158,-9.894350601567858,-5.197556334619429,-1.620748764302344,-4.472491202825717,-3.8192279388157666,-1.1299992330261999
210817_19,-28.582946258896783,55.084117465417314,11.668914847065714,15.36942867351504,1.6359421382511352,9.264052936704138,-3.1066833994368133,3.0783354164137413,-10.44100235267935,-15.785782411838222
210817_2,-5.582450668359589,1.4800180855560414,4.175705875502534,3.8940989926193788,-6.121951167651567,-11.512548743176904,-8.157892143281813,-11.15845719748834,1.8469695079333317,5.1510240232484295
210817_4,2.770460134037357,2.676130554533222,15.007680367442795,-7.59709297704721,-12.415625208105196,-6.4369545141956985,-3.095965238121308,-8.620399117647647,2.8364863105976,4.747293793832074
210817_5,-32.61632597644165,-7.318185150376787,-41.73591613100701,-18.98624817024551,-15.007882648269502,1.0280854702392705,9.510520731401076,18.57072016320881,1.857898029953912,1.3717216417236724
210817_6,8.895262001653908,2.901845723958426,21.395724716305196,-8.039474326519821,-15.065691702257432,-7.7399323605791315,-3.1952794157018993,-10.051330050532684,1.814908925259873,5.982731830955724
210817_8,3.7439060925596377,-4.7492830016071546,10.271355440174725,-6.702904736941593,-7.801176764311598,-2.8492072027186834,-6.0854885022287455,-10.829237366688057,1.3468689434830834,5.287595102335489
210817_9,-19.28510674572026,-5.57212969081285,-17.297110370127687,-9.081238352173987,-6.8472370132081055,-2.0696866951694073,-6.054737959259446,-4.582702275650292,0.08966880860489866,3.5329778367990103
210906_19,66.89276873744912,-12.800263413327329,40.0333685500755,-21.08626032810946,-2.4027991585226895,12.589668857580264,-0.5046157885848155,-4.099678765320533,-0.5197278866296213,4.924709570179304
210906_2,-35.15400391711418,41.68243890948673,-2.553271319884472,21.030312946090394,9.810926617711441,0.3689959405925624,-6.734929414632715,-8.147467221477271,-10.814745009633628,-16.90341867075403
210906_20,7.341506910151519,-3.9022841938321835,11.227384760016081,-7.947405796206109,-11.261827584934963,-3.492968231085339,-1.4558151643874644,-3.2244097930990305,0.578807505728473,4.778413714788131
210906_21,-16.057865130321556,-3.2206003711607125,-7.682296376392253,-5.868170624067278,-9.90155746216596,-8.410658768301207,0.049713863759632194,-1.8070360772599863,1.6047592767055505,4.975650684101071
210906_23,31.477126907811773,-9.949992558833609,19.681977337168103,-15.805330244579755,-2.5426627316612573,10.5507256376204,0.012877853982401492,-1.1208569887888054,0.8112758288096916,2.4863841875489996
210906_24,-20.624866826463112,-2.177697356386451,-9.912849184253648,2.116952746061487,-9.004073689538878,-10.382594074870036,-0.16423881333332313,-6.44536161528945,0.4688355231801516,4.050965881459485
210906_3,-27.206913154098288,9.6212849414696,-3.197404608517562,20.228497321462406,0.7928571738158056,-14.481155569289236,-3.517244030636391,-14.075184759477112,-7.190416310348316,-7.706952137412021
210906_4,-38.02135923003352,17.711784421917496,-26.123062215785215,-1.6419023811526559,3.0377424957021772,1.7739438401914687,1.598731419385559,-3.560283779936049,-8.57528071935166,-8.507944162687034
210906_5,-7.2393683999550875,-19.90528227049052,-24.323562437630944,-19.586828906291096,2.5944924837259755,8.307339825546217,-1.0623776506071927,-4.393892582415046,-5.582127522259286,0.6712210035184688
211001_11,-28.73082120846813,1.4810217024223222,-19.0903455957708,-13.99827153735936,-9.84875610682943,-2.5212847618411818,-4.445441304350889,-9.930306621565235,0.411756132404045,5.9575340154451935
211001_20,-6.865088493217585,0.2932333123991862,-0.00021473843350588767,-14.307755875899717,-11.016346530901306,0.9922168907965372,-5.893560024727546,-9.090191313050436,-0.14487995861505495,5.174571972497891
211001_26,25.896916938484196,-8.976403846399839,25.458632540716287,-21.56734173063479,-11.183405618765386,5.068668449765222,-13.71309056873066,-7.532019342530668,2.109902482170033,6.6900705560569085
211001_27,22.036875781800486,16.97995138671453,43.141719915071604,-25.531483408789203,-20.289243331320076,1.1897716791623905,-0.20417974406128928,-10.612748350053321,-2.417720340667319,2.2955237526753716
211001_28,-0.17549285802472792,-8.76467756915835,1.577911766522183,-21.55512922512776,-11.072999731001879,5.396688668450619,-1.9359402891201565,-3.486878893174189,0.5295857235883964,5.6707089374368485
211001_30,2.714531522614581,1.2500159370798787,7.24293581630467,-19.5219908266622,-10.540456706204255,2.435731225241525,-5.122959954238369,-8.36628984965673,-0.6627716609094734,4.603543966474914
211001_32,29.518608306128804,-19.018400852079235,19.82211854822961,-19.251328691041827,-3.8655321502295577,9.550428386957572,-9.131329446575938,-10.925858745958603,-0.36384877229113943,5.330200713976303
211001_6,-47.41318501993097,1.2696232953972884,-50.38656609986495,-10.98834294665295,-8.919484722596891,1.4599872577808712,-2.671064283259301,-2.5185317219271894,-3.5276312462704924,-4.196647676500968
211001_7,10.866559242286272,1.8698362714515235,13.638848277059287,-34.70694813334425,-17.75048084727159,8.015508215282289,-4.69102602895182,-6.182832619859239,-0.8401193613242253,4.3285410342342026
211001_8,-35.89815584512084,5.611482799229126,-30.357195207894524,-7.377523435831415,-7.224822287838461,-0.02292596777017336,-3.1060246034638834,-5.00815587135416,-3.2029501852274938,-0.0861753056964994
211001_9,-22.479344256715525,6.230982417749998,-8.510775597307372,-13.77096348841237,-13.463919409275267,-1.9958536409466243,-0.4347034287270771,-3.891113992006531,-3.023510560291952,1.4073485310803706
211004_1,-1.6775267651557744,4.0502179197315336,13.119727929452504,-5.493742992477947,-10.64030398371346,-6.707782959914319,-8.977852862440132,-13.653056843235186,1.7653763680686692,4.6604516788399915
211004_13,-20.241847658073496,-0.03596263816263146,-8.46824704427004,-6.401088810402881,-8.011704927309744,-3.327081999086926,-4.652915026910573,-9.410935102732084,-2.207430621569017,0.2142883366800656
211004_14,4.0199442525350095,16.54772269451113,21.870308469016116,-12.41266964636037,-3.338154689699289,-1.075374832175367,-2.4049841362556976,-6.9941420573607544,-3.9235573543827886,-4.47978232311136
211004_15,-22.79710249062869,11.446046151908554,-4.787173288067136,0.9372977809412987,-4.3982785155636765,-6.818129714649193,-5.577700080025435,-9.795453508360673,-3.545714566648975,-0.6065368897883927
211004_2,-12.497197467326195,-1.2112687387176424,-3.641580250442572,-6.721447140600456,-7.579901167366419,-4.65116200654122,-6.356735425923916,-9.73532637445286,1.9269910399084087,3.9230722839120284
211004_3,0.2782260095563277,3.8671214857597884,10.709150039242125,-7.486783538462325,-12.449331702644066,-5.689313328687915,-6.271051883409594,-7.605497070752564,3.8304379499991157,4.508346248060631
211004_9,8.528363710216032,-8.101227571646998,17.380248890205976,-15.29567891187979,-7.297877083138399,4.673457092120483,-1.4116382005578447,-4.6636900048573695,-9.956955334431875,-7.967782747938427
211122_1,-37.60244694384195,11.754671171123935,-31.095718194240682,-14.909129778352947,-10.292833469416777,3.274136491675825,-4.15022308370579,-3.6482173511651648,-1.6698946140032425,-1.5631447376497152
211122_10,-31.604351333004967,73.9692023849305,1.6596015150564198,43.10958934726244,37.558955299868586,42.7718528375053,-5.61023388351744,11.639159017639464,-2.2430136570328734,0.6120706348167407
211122_11,14.565770452638725,64.47113375052645,64.2713611345185,15.813913208964697,-4.414543149860152,10.793755756120783,132.65097678477537,-35.123602167518946,13.754162590432927,14.789965965070943
211122_2,-41.54200184121273,31.628786206634295,-23.59874940301576,-8.872966594863087,4.1488071302168725,20.64466190724004,-15.140435524460026,-25.565801725079115,-14.855896999380823,-39.742691840834006
211122_4,-44.4879954547481,33.13102831104601,-25.921223886688747,6.7493463876751365,-1.2543580420797245,9.840138569314302,4.956135750161462,9.290121916118778,-2.6815408170578774,-9.667718443252463
211122_9,-43.32465606993853,69.62243154824006,-20.772446146564526,30.458336197948714,39.77384929253555,56.75672219118969,-18.6674183981551,-3.6736394412485103,115.53945769491624,-6.983685025077495
220107_1,-5.255586386389169,54.252513258307786,10.093538346135045,-107.9532368504058,155.69405173426748,-81.5490761540633,5.930168942405866,9.382305048831933,1.5842028477178456,0.36500152728994345
220110_1,-35.100880366354716,89.7188785165882,7.074757286757769,49.88666024262017,40.010439551127924,48.72764137392201,-17.308055279645167,35.01335239935552,-49.38308951634031,91.90210046300278
220110_2,14.606253246253784,-3.8548169796014045,16.287815406368207,-9.566902319074217,4.660079629447176,2.787263043863679,7.82425731645003,-8.785595107291845,-11.4434657350007,-7.115468906764817
220110_3,-24.356876195029056,69.7468136205547,19.98403639586297,42.63010010905115,20.623751123259883,17.82425947596788,-2.212321242074381,-1.3981839466927586,-43.38217122588287,-54.68669192076391
220203_1,-31.85235593353587,2.8966412105340686,-30.521562177081094,-24.662008342019096,-14.689149037740572,8.66873085061692,1.6078650239039163,11.709037680092907,4.586641358242379,7.158646877604335
220203_3,-15.928722000561047,-7.571673604987632,-10.993518719009618,0.014710566947968594,-6.859940766516487,-7.696823027470094,5.520688107448652,-5.150136907583175,-2.37415297835172,2.1129850034718203
220203_4,-21.758308900590627,27.749925649578522,-5.856174320844257,-11.310092641976365,4.486930262483701,10.204814464254786,-11.762952703316545,-13.864197064580532,1.439567210007633,0.36095970803524946
220311_1,-7.301174621253949,2.0537040611247686,-9.401062296406623,-26.525878286994093,3.3123218617281336,5.130633483248368,2.30667720635366,-3.8864503429318393,1.7434481128385604,7.168440891248371
220311_2,-15.432276752408683,0.6533535606029645,-13.125154018414674,-17.752435086625297,3.27475559261148,2.540703345588083,-3.816413151063996,-8.041602447285428,4.526777213217774,9.924304291660896
220311_3,34.45721307487319,21.788081138142964,43.422936713125424,-49.3710551692075,-4.100861518383213,15.107936740445856,-17.050640419397904,-3.904232121565091,11.131532278866977,15.561415283142953
220524_4,-16.108500759063208,2.073923593328035,-3.8085664183745234,-8.216353562398606,-13.954455558921202,-6.113387378378065,1.2273282569576784,-0.4974359592257936,1.9295943391856363,6.475332497382955
220526_1,-34.28521539984556,17.00999770795253,-18.556448605231985,-8.121730435646484,-11.870700896755155,-0.9728054852770414,-0.4096602485072603,-0.37968926685424587,2.011723726448479,5.584974306151086
220526_2,-11.864001385235401,10.450131256725598,8.867091303938725,-1.0560456236023676,-13.57859433392045,-10.568064664709874,-0.6712215600581658,-8.840815478820078,-0.16386556792714904,4.869885872761378
220527_1,-20.379717508995554,-9.646092552425758,-20.4453583331471,-6.836619156342263,-7.89597976733486,-4.483982466499018,-0.7376389319095455,-0.3853335334601566,-0.6625883028664398,6.173812437294451
220527_2,-13.112941120841942,-1.8809471478142672,-8.414137260984333,-12.896910279198675,-11.324544297173105,1.261074563412031,2.6417316658901053,-0.08281631553804546,0.4831817946459354,3.54236386938196
